1	3	0.18840836	4.9873486	-0.2701854	3.5425267
1	4	0.12137828	7.491913	-0.26435438	3.6172469
1	5	0.06912194	12.312099	-0.25523344	3.7406611
1	6	0.025661089	26.483004	-0.24300086	3.920034
1	7	-0.01159827	42.198994	-0.22788104	4.1670136
1	8	-0.043904845	17.855923	-0.21014172	4.499626
1	9	-0.07189391	11.90577	-0.19008952	4.9458795
1	10	-0.09589727	9.259581	-0.16806513	5.550495
1	11	-0.11609232	7.8008413	-0.14443739	6.388292
1	12	-0.13258076	6.911818	-0.11959713	7.593239
1	13	-0.14543363	6.3478923	-0.093950786	9.429536
1	14	-0.15471812	5.9945893	-0.06791357	12.49804
1	15	-0.16051367	5.7933183	-0.041902434	18.518034
1	16	-0.16292298	5.713569	-0.01632955	35.175934
1	17	-0.16207764	5.7412987	0.008404699	48.77174
1	18	-0.15814155	5.874042	0.031918246	22.71838
1	19	-0.1513118	6.119548	0.053853597	15.16241
1	20	-0.14181787	6.4970145	0.073883586	11.630265
1	21	-0.12991995	7.041315	0.09171662	9.632464
1	22	-0.115906075	7.8121915	0.10710141	8.389235
1	23	-0.100088425	8.913657	0.11983086	7.5797863
1	24	-0.082798794	10.537656	0.12974523	7.0499883
1	25	-0.06438374	13.074849	0.13673455	6.718917
1	26	-0.045199268	17.452541	0.14074004	6.542832
1	27	-0.025605429	26.522099	0.14175494	6.499672
1	28	-0.005960794	55.371685	0.13982292	6.58233
1	29	0.013382237	39.244595	0.13503179	6.796675
1	30	0.03207966	22.635374	0.12749569	7.1635976
1	31	0.049802896	16.1546	0.117391646	7.722567
1	32	0.06624727	12.763853	0.10495166	8.543311
1	33	0.08113653	10.725527	0.09044893	9.75154
1	34	0.09422689	9.405049	0.074190296	11.588926
1	35	0.10531069	8.517186	0.056510385	14.575271
1	36	0.11421941	7.9165034	0.037765577	20.054325
1	37	0.12082599	7.523041	0.01832776	32.86583
1	38	0.12504646	7.2915297	-0.0014222274	73.9579
1	39	0.12684073	7.1973667	-0.021101236	30.120287
1	40	0.12621294	7.230035	-0.040330503	19.073238
1	41	0.12321095	7.390441	-0.058742274	14.116069
1	42	0.11792485	7.6908984	-0.07598616	11.352653
1	43	0.11048488	8.1576805	-0.091735184	9.630742
1	44	0.10105878	8.83722	-0.105691396	8.489658
1	45	0.089848585	9.808964	-0.117591135	7.710688
1	46	0.077086635	11.21257	-0.12720944	7.178317
1	47	0.063031174	13.310235	-0.13436382	6.8276725
1	48	0.04796153	16.649876	-0.13891728	6.6218038
1	49	0.032172978	22.587664	-0.14078046	6.541102
1	50	0.01597143	35.624706	-0.13991328	6.5784173
1	51	-0.00033207095	80.44373	-0.13632534	6.73744
1	52	-0.01642693	35.05585	-0.13007566	7.033603
1	53	-0.03200849	22.671896	-0.12127117	7.49793
1	54	-0.046783395	16.983011	-0.11006502	8.185718
1	55	-0.06047467	13.779105	-0.096653685	9.195177
1	56	-0.072826505	11.775028	-0.08127331	10.709816
1	57	-0.083608486	10.448505	-0.0641954	13.107124
1	58	-0.09261965	9.549399	-0.045722164	17.294712
1	59	-0.09969194	8.945271	-0.026181009	26.12331
1	60	-0.104694	8.562159	-0.005918514	55.50162
1	61	-0.10753826	8.358602	0.01470679	37.3054
1	62	-0.10819703	8.312828	0.03533446	21.082174
1	63	-0.10666194	8.420279	0.0556055	14.770072
1	64	-0.10295812	8.691337	0.07516728	11.459183
1	65	-0.09714838	9.15354	0.093679436	9.453724
1	66	-0.0893328	9.858844	0.11081977	8.135455
1	67	-0.079647034	10.899656	0.12629007	7.2260056
1	68	-0.068259716	12.444204	0.13982134	6.5823984
1	69	-0.055369154	14.821813	0.15117845	6.124545
1	70	-0.041199617	18.76222	0.16016398	5.8050785
1	71	-0.025997195	26.249355	0.1666213	5.595336
1	72	-0.010025398	45.199017	0.17043702	5.4783716
1	73	0.0064394292	53.942066	0.17154361	5.4453597
1	74	0.023113128	28.399323	0.16992	5.4939327
1	75	0.03970875	19.30214	0.16559178	5.627755
1	76	0.05594156	14.697121	0.15863098	5.857203
1	77	0.07153397	11.957009	0.14915489	6.2014017
1	78	0.0862204	10.170935	0.13732411	6.692406
1	79	0.09975174	8.940488	0.12333963	7.383419
1	80	0.11189961	8.064608	0.107439175	8.36553
1	81	0.12246009	7.4316807	0.08989289	9.804704
1	82	0.13125701	6.9756413	0.07099845	12.034066
1	83	0.13814482	6.655849	0.051075846	15.829091
1	84	0.14301111	6.447034	0.03046187	23.495773
1	85	0.14577864	6.33402	0.009504326	46.28922
1	86	0.14640649	6.3089304	-0.011444086	42.475353
1	87	0.1448907	6.369846	-0.03203191	22.659866
1	88	0.14126417	6.5204716	-0.051915064	15.6215725
1	89	0.13559596	6.770713	-0.070762835	12.068286
1	90	0.12798987	7.1383266	-0.088263534	9.96388
1	91	0.11858235	7.6522026	-0.10412985	8.603717
1	92	0.107540034	8.358478	-0.11810373	7.680332
1	93	0.095056385	9.332244	-0.1299605	7.0393047
1	94	0.081348084	10.701246	-0.13951252	6.5958056
1	95	0.06665111	12.698399	-0.14661206	6.300759
1	96	0.05121662	15.793897	-0.15115362	6.125477
1	97	0.03530666	21.094538	-0.15307538	6.0542088
1	98	0.019189795	31.960344	-0.1523601	6.08054
1	99	0.0031365906	65.63588	-0.14903525	6.2060065
1	100	-0.0125853745	40.511494	-0.14317389	6.4402757
1	101	-0.027718408	25.114656	-0.13490306	6.8026266
1	102	-0.04202765	18.475195	-0.1244297	7.3244686
1	103	-0.055292886	14.838586	-0.111965045	8.060354
1	104	-0.06730951	12.593112	-0.09773392	9.10474
